Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Gas Type,Scale,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Cabo Verde,CV,CPV,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Domestic Aviation,Methane,Units,3.1e-06,3.1e-06,3.04e-06,3.27e-06,3.41e-06,3.7e-06,3.36e-06,3.79e-06,3.52e-06,3.99e-06,4.17e-06,4.04e-06,1.65e-06,1.76e-06,2.19e-06,1.95e-06,6.6e-07,7.53e-07,9.44e-07,1.38e-06,1.32e-06,1.58e-06,1.65e-06,1.62e-06,1.95e-06,2.04e-06,2.53e-06,2.65e-06,2.6e-06,2.67e-06,7.35e-06,7.79e-06,7.93e-06,7.79e-06,8.72e-06,1.3e-05,1.25e-05,1.43e-05,1.38e-05,1.33e-05,1.43e-05,1.79e-06,1.48e-06,1.3e-06,1.34e-06,1.18e-06,1.19e-06,1.16e-06,1.14e-06,1.15e-06,7.07e-07,7.81e-07,,,,,,,,,
Cabo Verde,CV,CPV,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Domestic Aviation,Nitrous oxide,Units,0.000147841,0.000147841,0.000144898,0.000155987,0.000162394,0.000176402,0.000160053,0.000180529,0.000167683,0.000190453,0.000198635,0.000192541,7.88e-05,8.38e-05,0.000104256,9.29e-05,3.15e-05,3.59e-05,4.5e-05,6.59e-05,6.29e-05,7.52e-05,7.85e-05,7.73e-05,9.28e-05,9.72e-05,0.000120773,0.000126262,0.000124114,0.000127456,0.000350576,0.000371637,0.000378147,0.000371383,0.000415629,0.000618569,0.000596179,0.00068019,0.000659826,0.00063561,0.00068157,8.53e-05,7.04e-05,6.22e-05,6.38e-05,5.61e-05,5.68e-05,5.52e-05,5.45e-05,5.5e-05,3.37e-05,3.72e-05,,,,,,,,,
Cabo Verde,CV,CPV,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Domestic Navigation,Carbon dioxide,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05e-05,7.05e-05,0.000140961,0.000143819,6.34e-05,6.28e-05,7.49e-05,7.23e-05,1.19e-05,1.22e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07e-05,0.000464763,0.000682401,0.001036758,0.001062691,0.00100373,0.000947915,0.000791783,0.001361149,0.001538608,0.001254154,0.001204374,0.001191636,0.001028793,0.001099469,0.001076882,0.001048732,0.001063664,0.001050317,0.001134625,,,,,,,,,
Cabo Verde,CV,CPV,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Domestic Navigation,Greenhouse gas,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12e-05,7.12e-05,0.000142427,0.000145315,6.41e-05,6.34e-05,7.56e-05,7.31e-05,1.21e-05,1.23e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.15e-05,0.000469598,0.000689502,0.001047546,0.001073748,0.001014173,0.000957778,0.000800021,0.001375312,0.001554617,0.001267203,0.001216905,0.001204035,0.001039498,0.001110909,0.001088087,0.001059644,0.001074731,0.001061245,0.00114643,,,,,,,,,
Cabo Verde,CV,CPV,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Domestic Navigation,Methane,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66e-07,1.66e-07,3.33e-07,3.4e-07,1.5e-07,1.48e-07,1.77e-07,1.71e-07,2.82e-08,2.87e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67e-07,1.1e-06,1.61e-06,2.45e-06,2.51e-06,2.37e-06,2.24e-06,1.87e-06,3.21e-06,3.63e-06,2.96e-06,2.84e-06,2.81e-06,2.43e-06,2.6e-06,2.54e-06,2.48e-06,2.51e-06,2.48e-06,2.68e-06,,,,,,,,,
Cabo Verde,CV,CPV,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Domestic Navigation,Nitrous oxide,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67e-07,5.67e-07,1.13e-06,1.16e-06,5.1e-07,5.05e-07,6.02e-07,5.82e-07,9.6e-08,9.79e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69e-07,3.74e-06,5.49e-06,8.34e-06,8.55e-06,8.07e-06,7.62e-06,6.37e-06,1.09e-05,1.24e-05,1.01e-05,9.69e-06,9.58e-06,8.27e-06,8.84e-06,8.66e-06,8.44e-06,8.56e-06,8.45e-06,9.13e-06,,,,,,,,,
Cabo Verde,CV,CPV,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Energy,Carbon dioxide,Units,0.182712436,0.182712436,0.180310777,0.186204206,0.200751137,0.212506103,0.203648199,0.208146501,0.207974102,0.233014941,0.246265837,0.227550835,0.092498048,0.094520126,0.112653156,0.113715297,0.037726531,0.05110218,0.0631777,0.071422412,0.063702467,0.076461587,0.078658903,0.076697625,0.090274523,0.090428887,0.107490388,0.110297513,0.112457207,0.115495618,0.316586519,0.355509221,0.386098328,0.386314139,0.421928879,0.66011394,0.710590533,0.801388603,0.77669164,0.751357389,0.803500364,0.85982719,0.731603977,0.711060195,0.748162551,0.753673885,0.772021944,0.848880698,0.845735388,0.856911517,0.843866871,0.911703281,,,,,,,,,
Cabo Verde,CV,CPV,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Energy,Greenhouse gas,Units,0.193172938,0.193408396,0.19133286,0.197378277,0.212048218,0.224159579,0.215662457,0.220573061,0.220314684,0.245418804,0.258224134,0.239281439,0.103448562,0.105589914,0.12429386,0.125592421,0.0491204,0.062973557,0.075440957,0.084296843,0.085820313,0.099669041,0.103073253,0.102074477,0.116774439,0.118300493,0.136880666,0.141160419,0.145258484,0.151353671,0.356224732,0.400080295,0.432427186,0.410574445,0.446663758,0.687963729,0.738756091,0.830732521,0.806067968,0.7807361,0.833275902,0.891135539,0.762396726,0.741717246,0.780076371,0.785924548,0.806087327,0.884165618,0.880869263,0.892619149,0.879449905,0.948274978,,,,,,,,,
Cabo Verde,CV,CPV,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Energy,Methane,Units,0.008692943,0.008897205,0.00918378,0.009288873,0.009348218,0.009471944,0.009725519,0.01002859,0.009828356,0.009730078,0.009225281,0.009330987,0.009148045,0.009214608,0.009562675,0.009804011,0.009884275,0.010256238,0.010650195,0.011162088,0.019865435,0.020753463,0.021862056,0.022789638,0.023726469,0.024970726,0.026348714,0.027809622,0.029723203,0.032571546,0.034745278,0.038884076,0.040156123,0.018567803,0.018718632,0.019476839,0.019467384,0.019897465,0.019861328,0.02005465,0.020250024,0.020822786,0.021250121,0.021345264,0.021702288,0.021858314,0.022783346,0.023212354,0.023334025,0.023731147,0.023737163,0.024031056,,,,,,,,,
Cabo Verde,CV,CPV,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Energy,Nitrous oxide,Units,0.001767558,0.001798755,0.001838303,0.001885198,0.001948863,0.002181532,0.002288739,0.002397969,0.002512227,0.002673785,0.002733016,0.002399617,0.00180247,0.00185518,0.002078029,0.002073113,0.001509594,0.001615139,0.001613062,0.001712342,0.002252411,0.002453991,0.002552294,0.002587214,0.002773448,0.00290088,0.003041564,0.003053285,0.003078074,0.003286507,0.004892935,0.005686998,0.006172735,0.005692502,0.006016247,0.008372949,0.008698173,0.009446453,0.009515,0.00932406,0.009525514,0.010485563,0.009542628,0.009311787,0.010211532,0.010392349,0.011282037,0.012072565,0.011799851,0.011976485,0.011845871,0.012540641,,,,,,,,,
Cabo Verde,CV,CPV,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Energy Industries,Carbon dioxide,Units,0.003312701,0.003312701,0.003592491,0.003592491,0.003795404,0.003874412,0.021388143,0.02098658,0.023370118,0.025243239,0.034489073,0.037981885,0.015855943,0.017329198,0.022551951,0.021859572,0.007511401,0.00793133,0.009961142,0.009123828,0.012691183,0.01548205,0.015086548,0.014817414,0.016644699,0.016238809,0.020028113,0.019736704,0.022212034,0.021820175,0.061354713,0.072541796,0.08117235,0.079958701,0.085798071,0.133970278,0.152321252,0.160112406,0.155132046,0.160830667,0.168894345,0.194052449,0.149159884,0.149248521,0.154732568,0.149852209,0.148746893,0.171829024,0.167442726,0.169887675,0.167903582,0.181383899,,,,,,,,,
Cabo Verde,CV,CPV,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Energy Industries,Greenhouse gas,Units,0.003322277,0.003322277,0.003602884,0.003602884,0.003806355,0.003885582,0.021446924,0.021044425,0.023434667,0.02531306,0.034584811,0.038087032,0.015899627,0.017376999,0.022616963,0.021922393,0.007535634,0.007956245,0.0099917,0.009152128,0.012743288,0.015542136,0.015150331,0.01488178,0.016715408,0.016306676,0.020108755,0.01981829,0.022304536,0.021917512,0.06156269,0.072789399,0.081443657,0.080226005,0.086080218,0.134382707,0.152795278,0.160606993,0.155612298,0.161324031,0.169412577,0.1947032,0.149668606,0.149743546,0.155231765,0.150337977,0.149229804,0.172361028,0.167957586,0.170409326,0.168419113,0.181939083,,,,,,,,,
Cabo Verde,CV,CPV,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Energy Industries,Methane,Units,2.15e-06,2.15e-06,2.36e-06,2.36e-06,2.46e-06,2.57e-06,1.52e-05,1.5e-05,1.68e-05,1.81e-05,2.49e-05,2.75e-05,1.15e-05,1.26e-05,1.74e-05,1.68e-05,6.8e-06,6.91e-06,8.4e-06,7.86e-06,1.59e-05,1.8e-05,1.96e-05,1.99e-05,2.17e-05,2.08e-05,2.44e-05,2.48e-05,2.82e-05,3.02e-05,5.95e-05,7.11e-05,7.72e-05,7.62e-05,8e-05,0.000113752,0.000130981,0.000136177,0.000132899,0.000135919,0.000142748,0.00018781,0.000147594,0.000141052,0.000140062,0.000136844,0.000138862,0.000149908,0.000144555,0.000146411,0.00014475,0.000155701,,,,,,,,,
Cabo Verde,CV,CPV,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Energy Industries,Nitrous oxide,Units,7.42e-06,7.42e-06,8.03e-06,8.03e-06,8.49e-06,8.6e-06,4.35e-05,4.28e-05,4.78e-05,5.17e-05,7.08e-05,7.76e-05,3.22e-05,3.52e-05,4.76e-05,4.6e-05,1.74e-05,1.8e-05,2.22e-05,2.04e-05,3.62e-05,4.21e-05,4.42e-05,4.45e-05,4.9e-05,4.71e-05,5.63e-05,5.67e-05,6.43e-05,6.71e-05,0.000148488,0.000176523,0.000194089,0.000191146,0.000202163,0.000298677,0.000343045,0.000358409,0.000347352,0.000357445,0.000375483,0.000462942,0.000361128,0.000353972,0.000359134,0.000348924,0.000344049,0.000382096,0.000370305,0.00037524,0.000370782,0.000399483,,,,,,,,,
